[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,075] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,076] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C4_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,077] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C24_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C0_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R2_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK0_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK24_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK1_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'IK4_R1_T2.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R1_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'C1_R2_T1.Lb.sorted.bam.flagstat' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK1_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C4_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK24_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C1_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C4_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'C0_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK4_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2022-02-25 12:00:48,079] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'IK0_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
